time,x,y,z,alpha,beta,gamma,u1,w1,h1,u2,w2,h2,u3,w3,h3,u4,w4,h4,ref_x,ref_y,ref_z,ref_theta
0.49999999999999994,0.3502199137484339,0.2500924931788379,0.3172791909240051,0.00133036586416482,-0.0034185363518556638,0.0002603184313281543,0.19893140075804,0.00991901805720666,0.1,0.1995214548155175,-0.03289835718940583,0.1,0.20231568943443373,-0.009190394001041994,0.1,0.20016821496477719,0.04184544681399381,0.1,0.3600000000000001,0.25,0.0,0.0
0.5499999999999999,0.360430702239699,0.25025817793076244,0.3224451038548806,0.00045289579502656393,-0.00407618723067699,0.00048463316339662,0.19991020632247183,-0.002641280938470513,0.1,0.20351451557425584,0.04037754090328314,0.1,0.2016139467245183,0.005936501555947437,0.1,0.19662958973621397,-0.050862816109421886,0.1,0.3700000000000001,0.25,0.0,0.0
0.6,0.3704728673962476,0.25000400969393677,0.3270810476887279,0.0006506575885236789,-0.004186574157463732,0.0001708335641073998,0.1996897807056194,0.024607802582663,0.1,0.19695418244077334,-0.06463123678789763,0.09427562786990205,0.19940344729757797,-0.026030905300514134,0.1,0.20033230432116048,0.09845027001187308,0.1,0.3800000000000001,0.25,0.0,0.0
0.65,0.3802064583092007,0.25026463443779645,0.3323586139617052,0.0006626730221644466,-0.004584772376366337,0.000163547768138623,0.1963596077726177,-0.02585673051494479,0.1,0.2045588594391075,0.05595086550492743,0.04830642757684976,0.2011955069178284,0.02379646711705712,0.1,0.19282017665948284,-0.0970402738481967,0.1,0.3900000000000001,0.25,0.0,0.0
0.7000000000000001,0.39019732470969914,0.2500487267095289,0.33661769175693657,0.003445873987307938,-0.002534221596062664,-0.00028745340381588244,0.20103283553906126,0.03168388510072069,0.1,0.19420221644593663,-0.07687423031124266,0.06575831361271775,0.20001253436299343,-0.02187904237185633,0.07252216381353571,0.20257361078149674,0.08590548387098529,0.03373553864074981,0.40000000000000013,0.25,0.0,0.0
0.7500000000000001,0.4001967477414755,0.2500520004259312,0.33987735605577496,0.0011704506128772782,0.00042621743549985986,-0.0007505142798515927,0.19922736110728168,-0.01956895806690805,0.07721672928297328,0.20233648432038975,0.09548326260907881,0.035636228487929196,0.20022516090236078,0.03764788607624393,0.029620775971898824,0.19450658175392382,-0.1332969184566427,0.046556633948024256,0.41000000000000014,0.25,0.0,0.0
0.8000000000000002,0.4100563663879564,0.2501354488197589,0.3423808300225331,-0.0008537335573220651,0.0025582474110291114,-4.261222428439249e-05,0.20098546210911128,0.06033795169306412,0.027395582426521233,0.2004424089402732,-0.13550059739659204,0.032139101826700725,0.20182952451350555,-0.04065472099103204,0.01770102251445823,0.19692287229819777,0.17760169290478783,0.01646466242441885,0.42000000000000015,0.25,0.0,0.0
0.8500000000000002,0.42013017137982606,0.25008471403999527,0.34352909458365477,-0.001594428851064237,0.0013935778165979078,-0.00034853766256500953,0.1976005940434078,-0.04482824895964969,0.019968350340425652,0.2116486346557859,0.1272525714629112,0.003023516048008751,0.20241311348877017,0.04839693174680376,0.01011271596973,0.18807060956692284,-0.16522134072833572,0.018073494678951717,0.43000000000000016,0.25,0.0,0.0
0.9000000000000002,0.42988169009812777,0.250174310279873,0.3439044781066304,-0.0010885373814114928,0.0035505431968628092,0.0001705031785854223,0.20577209471038582,0.06370361588494186,0.004711086231953496,0.18636601398949204,-0.138750229997937,0.01083387384066705,0.19742943899493937,-0.04982177358910515,0.005573948650286148,0.21928885090323055,0.18992765873507564,0.0026781023258875803,0.44000000000000017,0.25,0.0,0.0
0.9500000000000003,0.4399959978378371,0.25027724334218016,0.3444945382931345,-0.0010892439069673451,0.0019046312918738462,0.00016310712265804616,0.20337478016279853,-0.012470040987891569,0.011715755765236206,0.20557570211727763,0.12792734757804308,0.00015843567379910436,0.212644403189971,0.08874845830973843,0.0013331156523323224,0.18296420062968144,-0.3,0.010580188546376495,0.4500000000000002,0.25,0.0,0.0
1.0000000000000002,0.4500527987923788,0.25039623716848075,0.3443160746438384,-0.000825850883947675,0.0028879831028047753,-8.523971568556234e-05,0.19384783537972744,0.06548114903647931,0.0058880370755586145,0.20872704955840846,-0.1816702947404112,0.0012782160730866934,0.20034353699645166,-0.09868110033580832,0.0027646259733939893,0.1956802132168983,0.2233851624619788,0.001408864700510942,0.4600000000000002,0.25,0.0,0.0
1.0500000000000003,0.460430067755168,0.2503922924317681,0.344372819168791,-0.0015769254523755553,0.002713909695646155,0.0004022880979475522,0.20768099324103287,-0.014550851505651602,0.010157266398998555,0.1957377843870173,0.1619978884904299,-0.0010805897705135942,0.1999434381886696,0.07299015385243635,-0.0026665872910450715,0.19637233178503297,-0.3,0.01609261195731786,0.4700000000000002,0.25,0.0,0.0
1.1000000000000003,0.47030180028388946,0.2501433308085191,0.3447594025475205,-0.0007219900731686241,0.0028278781603998217,9.188519557859308e-05,0.20208071399003005,0.13818747329434397,0.0003257821982809463,0.19505937746478455,-0.21125416274580297,0.006549353935146365,0.2007792382966035,-0.06939619499429227,0.0011305350394700312,0.19763961108237801,0.19804618945572933,-0.007836452795620306,0.4800000000000002,0.25,0.0,0.0
1.1500000000000004,0.48003765700361917,0.2503166606286414,0.34449288775200115,-0.0011668406659901807,0.001961802855126402,0.00014633005957444031,0.19539968610813882,-0.1207484036030867,0.014654421575093347,0.2038379099436519,0.19040467636956196,-0.015430232159016611,0.20311985285126252,0.054010131613078195,-0.0018500003729655856,0.19541796246944243,-0.18854567378277068,0.013133246331599553,0.4900000000000002,0.25,0.0,0.0
1.2000000000000004,0.4901379588627172,0.25016280602679375,0.34470405040398855,-0.000535015846354292,0.0021463769362751414,0.0004743454959305334,0.1956711703363361,0.17271005864992142,-0.0037907180245179426,0.19404781785235967,-0.25375378013643896,0.014222896883471007,0.2010427417821633,-0.025068192326647695,0.0014888455354285228,0.20705370352076727,0.18282117682195662,-0.011690415063904754,0.5000000000000002,0.25,0.0,0.0
1.2500000000000004,0.5000583565149721,0.2502387998830794,0.3445424177939037,-0.0013870961734601427,0.0014104418148274149,0.0007735947635238195,0.19929829946044783,0.0020903117489033222,0.012268676647058422,0.2038762848736149,0.15446049071076606,-0.012024594128572385,0.20144252333169826,0.07906167323208267,-0.004333249240879458,0.1990806007732848,-0.3,0.021247038712278617,0.5100000000000002,0.25,0.0,0.0
1.3000000000000005,0.5101835083287225,0.25048069879923085,0.3445301372136852,-0.00018399204994725234,0.0019860952414072746,-0.0003016700651083832,0.20082000948474357,0.035907671619651436,0.00672997174803173,0.1981874931954167,-0.1537147365587502,0.005921325248200309,0.2032802834274633,-0.06562934953877327,0.0038709282135079627,0.1907099366355664,0.16168361260906614,-0.013844346408940937,0.5200000000000002,0.25,0.0,0.0
1.3500000000000005,0.5200490205064474,0.2503096905017859,0.34454313565281325,-0.0011899237193082233,0.0024568802679753436,-0.0004718337662197067,0.20260761986199502,0.008404566946074946,0.010396978917671038,0.19949892947932937,0.1350954475633899,-0.0067367030188160495,0.20262195294195975,0.04596244785618531,-0.0038285795021713526,0.1909422064135782,-0.260050529864064,0.015093631218243227,0.5300000000000002,0.25,0.0,0.0
1.4000000000000006,0.5300603734939708,0.25032495614771433,0.3446008707039517,-0.00026751460932185507,0.00214968710456625,-0.00030536968685042245,0.20245292299196055,0.08876613383405316,0.0019542791556313873,0.196002615703708,-0.16430225553561137,0.007517828980285546,0.17731678417611307,-0.08929676614558892,0.0026853989171513807,0.1974088702776066,0.15585469863247275,-0.012572213461847939,0.5400000000000003,0.25,0.0,0.0
1.4500000000000006,0.5400863145798197,0.2502826776177295,0.344478263236154,-0.0009302347628490473,0.0028399757547111046,0.0005568193114325669,0.20143244855294978,-0.010111092052258394,0.01195359479657021,0.20269582673154715,0.06152211646537785,-0.005114819697358294,0.213559080363552,0.013150026856971668,-0.0035989874614829713,0.19130714084636674,-0.14306996838328578,0.013949470547444656,0.5500000000000003,0.25,0.0,0.0
1.5000000000000007,0.5498941102610937,0.25026492344789536,0.3448022079263819,-0.0012371783045677963,0.0014266383454996576,0.0006977882583079447,0.20351314189617942,0.09229742438240685,0.0027766013516461593,0.18851661781917736,-0.12243089505126091,8.048495646136456e-05,0.20811483047209509,-0.023016476795347504,0.0014210717474367005,0.20922146411934056,0.07539726930028125,-0.005745367627673005,0.5600000000000003,0.25,0.0,0.0
1.5500000000000007,0.5597527697174225,0.25023156988757533,0.34457311702105586,-0.00039613463876181354,0.0022623652776760828,-0.0001704214222531888,0.19701442904646257,0.05920962359440211,0.0029704093957491156,0.2108533810509118,-0.014501412982488967,-0.0018960209942370544,0.2020645822085857,0.006405031865074638,-0.0022491714308751935,0.19321671264384577,-0.08492826570366463,0.006152426115753571,0.5700000000000003,0.25,0.0,0.0
1.6000000000000008,0.5699657082025645,0.2502629880781608,0.3445531160574182,-0.0011123502714302928,0.003113393079636085,0.00028009938638054184,0.198541232740469,0.0606520537671409,0.0032167894192254966,0.20197795445699906,-0.058142557362845355,-0.002349881940531526,0.179828942148902,-0.02812731216916238,-0.0010088972436626685,0.20165061673309811,0.03687022423677165,0.005006079204528178,0.5800000000000003,0.25,0.0,0.0
1.6500000000000008,0.5798381663285055,0.25039304928462974,0.3447321729346951,-0.0005029886011989827,0.0018472826927997032,0.0004688182662507094,0.20319704592609725,0.04337891583333445,0.004982850739197878,0.1940865635693101,-0.042157043717237996,0.0006090811000894801,0.21518431062421417,-0.014443179921695307,0.001497393133411354,0.19069554139090547,-0.011207749484811664,-0.006454249281215173,0.5900000000000003,0.25,0.0,0.0
1.7000000000000008,0.5898855375227494,0.2503140397700422,0.3446240722680905,-0.001924240896628985,0.0023033312846260107,0.000471121230613819,0.20578353759577903,0.07080520517088998,0.005900500043914889,0.19522446194212972,0.0039100174791294896,-0.009877307556098332,0.22081843638436202,-0.008937539791626894,-0.0033252355294997073,0.2078356558615203,-0.04233678367739641,0.015016051412744922,0.6000000000000003,0.25,0.0,0.0
1.7500000000000009,0.6001536566088543,0.25023375855619473,0.3445576492674851,-0.0011237132986979578,0.0021212385842008658,4.188628754315917e-05,0.19863445436396643,0.10390909495200486,0.003831436357953872,0.2073022899181137,-0.10530302926099232,0.006887248511003338,0.19463521948770832,-0.024693012478497766,0.0021896264294244206,0.20310862506914318,0.035500356328815263,-0.009243257364718392,0.6100000000000003,0.25,0.0,0.0
1.800000000000001,0.610291122667334,0.24999893636244047,0.34484057088112396,-0.001117908846377893,0.0019057468870224753,0.000430960543839056,0.19769483353145706,0.09360037039804173,0.0038470672636580945,0.20123758494990182,0.04538509771175412,-0.01116223537387776,0.19688524650869235,0.004344319126092294,-0.003312284751871481,0.20325482804776657,-0.09950729808564111,0.013033084295613446,0.6200000000000003,0.25,0.0,0.0
1.850000000000001,0.6203345968694834,0.25003406255764726,0.3446768269235035,-0.00023501743589360207,0.0021453195164628956,2.103858058186774e-05,0.20252798235995909,0.05236825779034465,0.0040290101298042485,0.19231400692961773,-0.13621157187499017,0.005830508120038555,0.20196490316715734,-0.06411889179348576,0.0020971492286323517,0.20064241092716048,0.19984770511175584,-0.00998282686670718,0.6300000000000003,0.25,0.0,0.0
1.900000000000001,0.6302699852860245,0.25015629122902017,0.3444754960881574,-0.0022098787124844245,0.002529288950346991,-0.00025155756423026165,0.20711489123597904,0.045913719471097306,0.015108502042403963,0.20951442062617878,0.0999694988210635,-0.012849170687880261,0.20213900513168523,0.05022979828732273,-0.0030312970952559855,0.18989234251364356,-0.20161598173816364,0.014772724786172036,0.6400000000000003,0.25,0.0,0.0
1.950000000000001,0.6402895323143403,0.2501288830348081,0.34465502386753694,-0.0006726145998283276,0.0019027195152674244,0.0005221521489684269,0.19759509007804055,0.1127206427053065,-0.001261717070450953,0.19655269863337668,-0.18367576398623747,0.010213522068189044,0.20058612437139084,-0.04606081549523119,0.0011612183319531246,0.20356552485369134,0.142762648459696,-0.006928882421240504,0.6500000000000004,0.25,0.0,0.0
2.000000000000001,0.650200619477821,0.25020489682397135,0.34471303829081795,-0.0011038766750997141,0.001657145213798717,0.0009452096780542899,0.19358865457029387,0.06200702558852669,0.007872234474351095,0.19771743000287254,0.08470800157995514,-0.008375762627357813,0.20352707921694235,0.028233854869983876,-0.002093469197859269,0.1976775866426145,-0.19506377126265306,0.010844675159787298,0.6600000000000004,0.25,0.0,0.0
2.0500000000000007,0.6601057176213325,0.25022897992839965,0.34478652817739647,-0.0009467996451957806,0.0011185148774864745,0.00029784119852837546,0.20527833822263403,0.10577226113672632,0.0027945730354531177,0.19390917702236854,-0.12888783180048902,0.0010207200277062823,0.20220813815739966,-0.05525624348745198,0.0024153249917699213,0.19495597497472789,0.09157639596189038,-0.004518522420693701,0.6700000000000004,0.25,0.0,0.0
2.1000000000000005,0.6700209526460587,0.2500679298371686,0.3446740094646903,-0.0015974326821780044,0.001356244764030384,-0.00021707381122778666,0.1998697117739774,0.04226083018931055,0.01273759619084424,0.208755395807921,0.06524145326967497,-0.010556123039717799,0.20015279174545914,-0.009795580361794287,-0.000772208547539703,0.1925546195994721,-0.07642671679897112,0.007316319675083971,0.6800000000000004,0.25,0.0,0.0
2.1500000000000004,0.6801268116061745,0.24994136061312822,0.34449315583123463,-0.0011044936670543584,0.002477049302607487,0.0007094833722633166,0.19815923760470858,0.15242938536924763,-8.75705088426164e-05,0.19930474272735013,-0.10609466324575065,0.006610519668314449,0.2011354244588397,-0.03455441008970182,-0.0001887446889707373,0.21173073557022828,0.04420099195418053,-0.0026180957303242975,0.6900000000000004,0.25,0.0,0.0
2.2,0.6902036478599456,0.25018233282558466,0.3446053999241389,-0.0010653085575576726,0.0007727327235800802,0.0004733913486539579,0.2082159224389618,0.1623275441234598,0.005082619985885416,0.19862121235887067,-0.04851760303537305,-0.0038373070067711495,0.20679457658012007,-0.006490365109292667,-0.00032246335674495795,0.18237344308817657,-0.08222314603498111,0.006235982028705358,0.7000000000000004,0.25,0.0,0.0
2.25,0.7001471847524743,0.25031994264308416,0.34467434415985,-0.001050911837070712,0.0020296989270940837,0.0002506534642386558,0.19500997340220683,-0.009945566834540202,0.0072415009848397095,0.20535902283022653,0.03964857748145345,-0.007567621208553391,0.19980606153464997,-0.07948361800646504,0.0018849575864583554,0.19983504389491685,0.009496184914280522,0.0021659262291633054,0.7100000000000004,0.25,0.0,0.0
2.3,0.7101856866558973,0.25020655770501143,0.3445016825655124,-0.0013739071505279332,0.0024690522978663516,0.00040130378818459283,0.19851363120954094,0.12365203124188126,0.004981780704881079,0.19371419113582686,-0.1427832271834759,0.004392756501178199,0.20344711545577426,0.013200306225998167,-0.0014452680223691714,0.20115194374953624,-0.012161358558053354,-0.0003842297927764,0.7200000000000004,0.25,0.0,0.0
2.3499999999999996,0.7201665512622464,0.25014636200893625,0.34464425060187515,-0.001419647619160112,0.002083796067182617,0.0005833457306859263,0.198505762872822,0.06165148514567706,0.008926582111788817,0.20322961670486994,0.043132017836539104,-0.0038443561542626905,0.20150296600228473,0.005132114504385148,-0.0024965412153675186,0.19789783527198027,-0.09256045842826062,0.00867871669519226,0.7300000000000004,0.25,0.0,0.0
2.3999999999999995,0.7302828694383002,0.2501899137776275,0.3448625155326551,-0.0006231009247426268,0.0015478686764955013,0.0002962027898890753,0.2013862302090618,0.05969081742292489,0.006374636665739996,0.19825439166121378,-0.09216279715009602,0.0009261347361981043,0.20179751640209206,-0.014335579881533732,0.0006172917038767747,0.19758993244561357,0.03594351242388108,-0.005822010882996296,0.7400000000000004,0.25,0.0,0.0
2.4499999999999993,0.7402052744418646,0.25010178189364957,0.3445936877736712,-0.0008667835933574548,0.0018801763672081097,0.0007104139820238736,0.2029071677340446,0.06984543285858996,0.005518680639766578,0.2037290346445505,-0.006964899330692283,-0.003240553944898478,0.20098489277088818,-0.001340794729763049,-0.0014176132092495151,0.19649032923989734,-0.06919409193244352,0.004385067628773873,0.7500000000000004,0.25,0.0,0.0
2.499999999999999,0.7501541512110058,0.25019778565922607,0.34462785192352824,-0.002176568915905155,0.0025929399692789894,0.000585031791214032,0.21134371235800833,0.10888577745292881,-0.00021467015862016033,0.2004701102584234,-0.06296805440446608,0.0007808135326021672,0.20061936786265058,-0.008898484528515204,-0.0002778809298719021,0.203073714316437,-0.02486115486653905,0.0032684620690269822,0.7600000000000005,0.25,0.0,0.0
2.549999999999999,0.7603877580232827,0.2500228510209176,0.34459912092279205,-0.001991596274516301,0.0019079455420504428,0.0013758977067312903,0.1865772187473695,0.13304376009496202,0.005111709781718245,0.19992008800029426,-0.05733158951789401,-0.0037837197472469857,0.20111584916765723,-0.0057975435477966575,6.555681705306093e-05,0.20285292269695857,-0.02701751183896519,0.001762838142653722,0.7700000000000005,0.25,0.0,0.0
2.5999999999999988,0.7704165362096486,0.2501145917473989,0.344313155448166,-0.001619162509652962,0.0028532290942680236,0.001641710927532322,0.1949517199010523,0.10438437595714412,0.005107840879096973,0.2024922999258178,-0.04442986603581667,-0.0005312030718576599,0.20190586611956807,0.0022722038890065923,-0.0018186152266095178,0.1935453584216403,-0.09029066952090331,0.006587942078998093,0.7800000000000005,0.25,0.0,0.0
2.6499999999999986,0.7801502366594586,0.2503152119692373,0.3445426324812446,-0.002202469251083377,0.001688419729480548,0.001047287458687473,0.17609901995157096,0.05656861947929739,0.009316326474457362,0.19758901550142177,-0.004600663495393203,-0.006378442081375842,0.20312113237099755,-0.022548640309712077,0.0012312900023445262,0.1902916126477053,-0.0923549647725148,0.008153825066080842,0.7900000000000005,0.25,0.0,0.0
2.6999999999999984,0.790184532698567,0.2501842939105103,0.3445594518683349,-0.0010083080131446853,0.0022334710249053884,0.0003552340803500525,0.20876767363895155,0.11075541501636134,0.0038730848560155264,0.19158140098225124,-0.1467582637013774,0.005710015933262386,0.19800103774378502,-0.0684415261650508,0.0034365538572457034,0.20381002947578755,0.12531242301765166,-0.009601099238354751,0.8000000000000005,0.25,0.0,0.0
2.7499999999999982,0.7998896812867204,0.2503186349920783,0.34436532514043755,-0.0010458136405202276,0.0028747666949573082,0.0007642301979924166,0.20084796272819747,0.13326871235870494,0.0018991810459440847,0.2101342380731047,-0.011946371462450053,-0.005290779892141159,0.20073550651323535,0.031235405925051057,-0.005738089095120062,0.2001960357647335,-0.2379624225923055,0.02047617680458044,0.8100000000000005,0.25,0.0,0.0
2.799999999999998,0.8099710640253408,0.2500731485079391,0.34441683623615865,-0.0022682095784537517,0.001568622099563966,0.0010254197169379392,0.20151551648789157,0.10854612440630908,0.006826528234433321,0.20070633976302624,-0.07839941206363034,-0.0008068054691266681,0.20354081141467745,-0.09412443909676661,0.006118143867927757,0.19443452100694938,0.06019778433118929,-0.005809153386219908,0.8200000000000005,0.25,0.0,0.0
2.849999999999998,0.8202078503557667,0.25027415586545276,0.34463777453831373,-0.0014866337901319295,0.0013940809570378331,0.0015227555974278522,0.2059960179273536,0.13047183483186128,0.002370385954438965,0.19156926576298608,0.011402240645883334,-0.004219403597888818,0.20380376390248564,0.0027751166704416273,-0.00023641405985094213,0.1945445105632654,-0.20122759110116495,0.0030427871913963982,0.8300000000000005,0.25,0.0,0.0
2.8999999999999977,0.8299013914126148,0.25015125828787116,0.3442341000309751,-0.0006184121740661258,0.003401705238653005,0.00107228466815391,0.20014969000830107,0.12658680455892385,0.0044719320077737,0.20051543188984303,-0.11326923178160096,0.0044037450804299645,0.20257907373733092,-0.08359042199473263,-0.0014499113123294736,0.2004547152104484,0.007522642486395953,0.005359106007060321,0.8400000000000005,0.25,0.0,0.0
2.9499999999999975,0.8402665571413761,0.24997928547946682,0.34443651624221744,-0.0010150030183481743,0.0021268358791281237,0.00019652950186218067,0.19797561855706416,-0.02283703769155508,0.008235737570817366,0.20367348781362643,0.07319459841303434,-0.00637806490169698,0.20153777838838957,-0.06785660084588681,0.002030826448691777,0.19467591475920076,0.014374926542572997,0.0010420887164563995,0.8500000000000005,0.25,0.0,0.0
2.9999999999999973,0.85007006295089,0.2500822308597815,0.34458205599612424,-0.0024201416253560528,0.0020089834661670483,0.0010095475768949617,0.20314128611285864,0.10581036942774094,0.0056136453234827835,0.19337563997993545,-0.13344490126551575,-0.0016925387919930245,0.20481539452586775,0.07306732161886317,-0.005817958910173666,0.20278740196263065,-0.16767139212364646,0.014115405299169183,0.8600000000000005,0.25,0.0,0.0
3.049999999999997,0.8601659563540055,0.2502459724842342,0.34450290693748836,-0.0008562989683570218,0.0015672178796762664,0.001317287085855557,0.19107992077999522,0.06403547329495103,0.007707859624144507,0.20447087350572693,-0.03695229685038607,-0.0009908261546703765,0.20206824327550515,-0.14258258231911908,0.007156328934054971,0.19704653128774252,0.07948643955744494,-0.009731478930214282,0.8700000000000006,0.25,0.0,0.0
3.099999999999997,0.8702412650708344,0.25017113831136306,0.3444834878402781,-0.0015412949839364997,0.0029390741860606012,0.0004382001879638873,0.1978160497003297,0.008355418945851662,0.007649064682974578,0.20338848362058032,0.037792699414021816,-0.008892220813946408,0.20137221170682112,0.024116028325354782,-0.0037564181220879926,0.20051822777403688,-0.16922336548421252,0.01735711705661841,0.8800000000000006,0.25,0.0,0.0
3.149999999999997,0.8801023758236308,0.2503107576170157,0.3444905320583603,-0.001707747858591601,0.00255433803239391,0.00018695558946738518,0.2062013374954011,0.13612580082573528,0.0009141855079129673,0.1871561071303314,-0.22712279606558686,0.014521783772994665,0.2019195310636444,-0.1336304421352202,0.004510279169611119,0.20743501522800534,0.2032831663479507,-0.014911075470764956,0.8900000000000006,0.25,0.0,0.0
3.1999999999999966,0.8902836474077338,0.2504885390240838,0.3444864014488261,-0.002087041210680507,0.0034431660770745704,0.0008121502682280312,0.20131959474096267,0.03118273372794904,0.006103277467519966,0.19966772779939795,0.09614263963441326,-0.014717534534448332,0.2010054865941765,-0.007971254337565105,-0.005003352958462635,0.19924168811870532,-0.3,0.02494145856267091,0.9000000000000006,0.25,0.0,0.0
3.2499999999999964,0.900318776736551,0.25009692211616896,0.3446460992010153,-0.001107811058336773,0.0020183738553907595,0.0010818898612416723,0.19257445389300568,0.1328039292029169,0.0015143332180142465,0.20257154626858542,-0.16376487047457935,0.009837859373618606,0.20645634453596579,-0.09480092379388765,0.004108582788402906,0.18969607663840285,0.1441852396212033,-0.016930880456961492,0.9100000000000006,0.25,0.0,0.0
3.2999999999999963,0.9099910104905147,0.2501964288199217,0.34457584759600607,-0.0024087912815790274,0.002392059227478636,0.0006980654804068097,0.19653241683198724,0.0403389635888143,0.005001812742311165,0.2058805464392311,0.110572795072503,-0.01762043199348341,0.22714741267150707,-0.04038633997039034,-0.0037845616676667987,0.19996618795942409,-0.26503277700211747,0.021561360127434214,0.9200000000000006,0.25,0.0,0.0
3.349999999999996,0.9201617223082396,0.25027678036423845,0.3445051127280685,-0.0010964117395175896,0.0024832505852743804,0.0002050448030141946,0.2018658677094529,0.13517678897276775,0.0035366313549514976,0.1899167972185301,-0.20361773674961725,0.014883863711043601,0.18731595574857482,-0.1501721274670792,0.005113821334325828,0.22064774264913337,0.24620448987400761,-0.018826576556874215,0.9300000000000006,0.25,0.0,0.0
3.399999999999996,0.9305753541434203,0.25030344011437305,0.34443827103440144,-0.0013210216065516031,0.0022590508105843556,0.00018599235351402996,0.1995449364937069,0.01445343280107645,0.01112997013577042,0.20885070409889928,0.10810373855429822,-0.013616484936436812,0.1953863014926227,-0.005085090872583445,-0.0043630359857511755,0.18793848167762872,-0.24819813699818163,0.018372938833847365,0.9400000000000006,0.25,0.0,0.0
3.4499999999999957,0.9405084962741764,0.25063364753799866,0.34453279794767305,-0.0013432754920115226,0.002405823503107653,0.0010220015568571056,0.19686525058522805,0.051203678635741094,-9.368221620885907e-05,0.19951521578940262,-0.12286937312089544,0.009513162865437772,0.20480165046864765,-0.11030391536577876,0.0017335887699902696,0.1859788257595908,0.1507154021708784,-0.008102933819772834,0.9500000000000006,0.25,0.0,0.0
3.4999999999999956,0.9499911446637977,0.2502742603439842,0.34440248662265105,-0.00115083378204215,0.002292553109969508,0.0005701632146527408,0.20445244013986133,0.06920442876780887,0.012220356297555744,0.1949076969631232,0.08021546976710046,-0.009463061997068289,0.2034978271043154,-0.021015090672666277,-0.003061669209526086,0.20436360209702842,-0.2567253004820886,0.014809943269460371,0.9600000000000006,0.25,0.0,0.0
